"locusName"	"Short_description"	"Arabidopsis_homolog"	"Arabidopsis_homolog_defline"	"Clamy_homolog"	"Clamy_homolog_defline"	"Rice_homolog"	"Rice_homolog_defline"
"Solyc10g006760"	"Adenine nucleotide alpha hydrolases-like superfamily protein"	""	""	""	""	""	""
"Solyc10g006780"	"Telomere length regulation protein TEL2-like protein"	""	""	""	""	""	""
"Solyc10g006800"	"Cyclic nucleotide-gated ion channel 4"	""	""	""	""	""	""
"Solyc10g006820"	"Myosin-2"	""	""	""	""	""	""
"Solyc10g006860"	"NAD(P)-binding Rossmann-fold superfamily protein"	""	""	""	""	""	""
"Solyc10g006870"	"Receptor-like protein kinase THESEUS.1"	""	""	""	""	""	""
"Solyc10g006880"	"NAC domain protein"	""	""	""	""	""	""
"Solyc10g006900"	"light dependent NADH:protochlorophyllide oxidoreductase 3 s2"	""	""	""	""	""	""
"Solyc10g006920"	"CBS domain"	""	""	""	""	""	""
"Solyc10g006960"	"E3 ubiquitin-protein ligase rma1h1-like protein"	""	""	""	""	""	""
"Solyc10g006970"	"Thioredoxin"	""	""	""	""	""	""
"Solyc10g006980"	"3-deoxy-manno-octulosonate cytidylyltransferase"	""	""	""	""	""	""
"Solyc10g007040"	"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"	""	""	""	""	""	""
"Solyc10g007050"	"Enolase-phosphatase .1"	""	""	""	""	""	""
"Solyc10g007100"	"Protein DETOXIFICATION"	""	""	""	""	""	""
"Solyc10g007110"	"Tyrosine aminotransferase"	""	""	""	""	""	""
"Solyc10g007130"	"protein SAWADEE HOMEODOMAIN HOMOLOG 2-like"	""	""	""	""	""	""
"Solyc10g007140"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc10g007230"	"TPR repeat-containing thioredoxin TT.1"	""	""	""	""	""	""
"Solyc10g007290"	"phosphoenolpyruvate carboxylase"	""	""	""	""	""	""
"Solyc10g007320"	"Uroporphyrinogen decarboxylase"	""	""	""	""	""	""
"Solyc10g007350"	"Multiprotein bridging factor.1"	""	""	""	""	""	""
"Solyc10g007360"	"Protein DETOXIFICATION"	""	""	""	""	""	""
"Solyc10g007390"	"Protein transport protein Sec.1"	""	""	""	""	""	""
"Solyc10g007400"	"DNA polymerase delta subunit 3"	""	""	""	""	""	""
"Solyc10g007410"	"Gamma-glutamyl hydrolase"	""	""	""	""	""	""
"Solyc10g007420"	"TPR repeat-containing thioredoxin TTL2"	""	""	""	""	""	""
"Solyc10g007470"	"zinc finger BED domain-containing protein RICESLEEPER 1-like"	""	""	""	""	""	""
"Solyc10g007480"	"trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RH.1"	""	""	""	""	""	""
"Solyc10g007500"	"mitogen-activated protein kinase 10"	""	""	""	""	""	""
"Solyc10g007570"	"Gibberellin 2-oxidase"	""	""	""	""	""	""
"Solyc10g007590"	"Polyadenylate-binding protein-interacting protein 9"	""	""	""	""	""	""
"Solyc10g007600"	"glycolate oxidase"	""	""	""	""	""	""
"Solyc10g007650"	"Subunit f DNA-directed RNA polymerase"	""	""	""	""	""	""
"Solyc10g007670"	"hypothetical protein Chr2:14066479-14067314 FORWARD LENGTH=166 201606"	""	""	""	""	""	""
"Solyc10g007690"	"Chlorophyll a-b binding protein, chloroplastic"	""	""	""	""	""	""
"Solyc10g007700"	"Rab family GTPase"	""	""	""	""	""	""
"Solyc10g007760"	"Ribose-phosphate pyrophosphokinase"	""	""	""	""	""	""
"Solyc10g007770"	"Protein MEI2-like 5"	""	""	""	""	""	""
"Solyc10g007840"	"Glutamyl-tRNA(Gln) amidotransferase subunit A"	""	""	""	""	""	""
"Solyc10g007880"	"Cytochrome P450"	""	""	""	""	""	""
"Solyc10g007930"	"Cytochrome"	""	""	""	""	""	""
"Solyc10g007950"	"Trehalose-6-phosphate synthase"	""	""	""	""	""	""
"Solyc10g007960"	"cytochrome P450 CYP74C3"	""	""	""	""	""	""
"Solyc10g007970"	"WRKY transcription factor 77"	""	""	""	""	""	""
"Solyc10g007980"	"60S ribosomal protein L.1"	""	""	""	""	""	""
"Solyc10g007990"	"Plant cysteine oxidase"	""	""	""	""	""	""
"Solyc10g008020"	"S-adenosyl-L-methionine-dependent methyltransferase"	""	""	""	""	""	""
"Solyc10g008100"	"Glucosidase 2 subunit beta"	""	""	""	""	""	""
"Solyc10g008110"	"Acyl-coenzyme A oxidase"	""	""	""	""	""	""
"Solyc10g008120"	"O-methyltransferase"	""	""	""	""	""	""
"Solyc10g008130"	"RNA-binding (RRM/RBD/RNP motifs) family protein"	""	""	""	""	""	""
"Solyc10g008160"	"uniform ripening"	""	""	""	""	""	""
"Solyc10g008180"	"26S proteasome non-ATPase regulatory subunit 2 homolog"	""	""	""	""	""	""
"Solyc10g008200"	"Tyrosine aminotransferase"	""	""	""	""	""	""
"Solyc10g008210"	"Protein TPX2"	""	""	""	""	""	""
"Solyc10g008280"	"Protein kinase domain"	""	""	""	""	""	""
"Solyc10g008300"	"Mannan endo-1,4-beta-mannosidase"	""	""	""	""	""	""
"Solyc10g008390"	"Thioredoxin"	""	""	""	""	""	""
"Solyc10g008400"	"E3 ubiquitin-protein ligase RMA1.1"	""	""	""	""	""	""
"Solyc10g008410"	"E3 ubiquitin-protein ligase RMA1.1"	""	""	""	""	""	""
"Solyc10g008440"	"Expansin-B3"	""	""	""	""	""	""
"Solyc10g008460"	"lanC-like protein GCR2"	""	""	""	""	""	""
"Solyc10g008490"	"Protein phosphatase 2C"	""	""	""	""	""	""
"Solyc10g008500"	"Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein"	""	""	""	""	""	""
"Solyc10g008510"	"Pentatricopeptide repeat-containing protein, mitochondrial"	""	""	""	""	""	""
"Solyc10g008630"	"External alternative NAD(P)H-ubiquinone oxidoreductase B1, mitochondrial"	""	""	""	""	""	""
"Solyc10g008640"	"Diacylglycerol kinase"	""	""	""	""	""	""
"Solyc10g008660"	"HXXXD-type acyl-transferase family protein"	""	""	""	""	""	""
"Solyc10g008740"	"Mg-protoporphyrin IX chelatase"	""	""	""	""	""	""
"Solyc10g008860"	"Glycosyltransferase"	""	""	""	""	""	""
"Solyc10g008910"	"Histone H3"	""	""	""	""	""	""
"Solyc10g008930"	"glutaredoxin-C9-like"	""	""	""	""	""	""
"Solyc10g009020"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc10g009030"	"Sphingolipid delta(4)-desaturase DES1-like"	""	""	""	""	""	""
"Solyc10g009070"	"RNA helicase DEAD32"	""	""	""	""	""	""
"Solyc10g009110"	"ethylene response factor F.5"	""	""	""	""	""	""
"Solyc10g009180"	"Secretory carrier-associated membrane protein"	""	""	""	""	""	""
"Solyc10g009210"	"Calmodulin binding protein-like"	""	""	""	""	""	""
"Solyc10g009240"	"3-ketoacyl-CoA synthase"	""	""	""	""	""	""
"Solyc10g009290"	"bHLH transcription factor155"	""	""	""	""	""	""
"Solyc10g009350"	"MAP kinase kinase kinase 73"	""	""	""	""	""	""
"Solyc10g009410"	"Eukaryotic aspartyl protease family protein"	""	""	""	""	""	""
"Solyc10g009420"	"E3 ubiquitin-protein ligase"	""	""	""	""	""	""
"Solyc10g009430"	"O-acyltransferase WSD1-like"	""	""	""	""	""	""
"Solyc10g009440"	"Nuclear transcription factor Y subunit B-9"	""	""	""	""	""	""
"Solyc10g009480"	"Cytochrome and DOMON domain-containing protein"	""	""	""	""	""	""
"Solyc10g009550"	"WRKY transcription factor 42"	""	""	""	""	""	""
"Solyc10g009580"	"Glycosyltransferase"	""	""	""	""	""	""
"Solyc10g011670"	"Mitochondrial carrier protein"	""	""	""	""	""	""
"Solyc10g011690"	"protein SPA1-RELATED 2-like"	""	""	""	""	""	""
"Solyc10g011760"	"Glucose-6-phosphate 1-epimerase"	""	""	""	""	""	""
"Solyc10g011880"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc10g011910"	"WRKY transcription factor 22"	""	""	""	""	""	""
"Solyc10g012050"	"Mechanosensitive ion channel protein 1, mitochondrial"	""	""	""	""	""	""
"Solyc10g012100"	"AMP-dependent synthetase/ligase"	""	""	""	""	""	""
"Solyc10g012170"	"Calmodulin-binding receptor-like cytoplasmic kinase 2"	""	""	""	""	""	""
"Solyc10g012180"	"agamous-like MADS-box protein AGL62"	""	""	""	""	""	""
"Solyc10g012370"	"Cysteine synthase"	""	""	""	""	""	""
"Solyc10g012380"	"agamous-like MADS-box protein AGL62"	""	""	""	""	""	""
"Solyc10g012390"	"agamous-like MADS-box protein AGL62"	""	""	""	""	""	""
"Solyc10g012430"	"Signal peptide peptidase-like 4"	""	""	""	""	""	""
"Solyc10g017490"	"MAP kinase kinase kinase 74"	""	""	""	""	""	""
"Solyc10g017510"	"Cytochrome"	""	""	""	""	""	""
"Solyc10g017530"	"RNA helicase DEAD33"	""	""	""	""	""	""
"Solyc10g017540"	"Remorin"	""	""	""	""	""	""
"Solyc10g017590"	"Calcium-dependent lipid-binding (CaLB domain) family protein"	""	""	""	""	""	""
"Solyc10g017830"	"Protein kinase"	""	""	""	""	""	""
"Solyc10g017850"	"Peroxisomal membrane protein 11C"	""	""	""	""	""	""
"Solyc10g017890"	"Photosystem I chlorophyll a apoprotein .1"	""	""	""	""	""	""
"Solyc10g017920"	"DNA-directed RNA polymerase subunit beta"	""	""	""	""	""	""
"Solyc10g017940"	"Photosystem II CP43 reaction center protein"	""	""	""	""	""	""
"Solyc10g017960"	"F-box protein PP2-A15"	""	""	""	""	""	""
"Solyc10g017990"	"Cytokinin oxidase/dehydrogenase 2"	""	""	""	""	""	""
"Solyc10g018120"	"Neuronal PAS domain protein"	""	""	""	""	""	""
"Solyc10g018140"	"Dihydroflavonol-4-reductase"	""	""	""	""	""	""
"Solyc10g018260"	"UDP-glucuronate 4-epimerase 4"	""	""	""	""	""	""
"Solyc10g018300"	"Transketolase"	""	""	""	""	""	""
"Solyc10g018530"	"DNA mismatch repair protein MutS"	""	""	""	""	""	""
"Solyc10g018600"	"Cationic amino acid transporter"	""	""	""	""	""	""
"Solyc10g018670"	"DNA-3-methyladenine glycosylase"	""	""	""	""	""	""
"Solyc10g018780"	"Squamosa promoter binding protein 8a"	""	""	""	""	""	""
"Solyc10g018990"	"Protein Ycf2"	""	""	""	""	""	""
"Solyc10g019040"	"kinetochore protein Nuf2"	""	""	""	""	""	""
"Solyc10g019270"	"ABC transporter C family member 9"	""	""	""	""	""	""
"Solyc10g024320"	"Lon protease homolog"	""	""	""	""	""	""
"Solyc10g024360"	"Potassium channel AKT2"	""	""	""	""	""	""
"Solyc10g024410"	"Ribose-phosphate pyrophosphokinase"	""	""	""	""	""	""
"Solyc10g024420"	"ABC transporter C family member 9"	""	""	""	""	""	""
"Solyc10g024470"	"Chromo domain protein LH.1"	""	""	""	""	""	""
"Solyc10g024490"	"Protein NRT1/ PTR FAMILY 7.3"	""	""	""	""	""	""
"Solyc10g038080"	"Shikimate dehydrogenase (NADP(+))"	""	""	""	""	""	""
"Solyc10g038110"	"Coatomer subunit delta"	""	""	""	""	""	""
"Solyc10g039270"	"Peptidylprolyl isomerase"	""	""	""	""	""	""
"Solyc10g039280"	"Dual specificity phosphatase"	""	""	""	""	""	""
"Solyc10g039290"	"Major facilitator superfamily protein"	""	""	""	""	""	""
"Solyc10g044450"	"Regulator of nonsense transcripts UPF3"	""	""	""	""	""	""
"Solyc10g044470"	"Chloride channel protein"	""	""	""	""	""	""
"Solyc10g044510"	"MLO-like protein"	""	""	""	""	""	""
"Solyc10g044520"	"Ferredoxin"	""	""	""	""	""	""
"Solyc10g044670"	"phytochrome A"	""	""	""	""	""	""
"Solyc10g044680"	"R2R3MYB transcription factor 55"	""	""	""	""	""	""
"Solyc10g044690"	"Annexin"	""	""	""	""	""	""
"Solyc10g044740"	"Aspartic proteinase-like protein 2"	""	""	""	""	""	""
"Solyc10g044900"	"Ion channel DM.1"	""	""	""	""	""	""
"Solyc10g045190"	"protein RDM1-like"	""	""	""	""	""	""
"Solyc10g045220"	"Cytochrome f"	""	""	""	""	""	""
"Solyc10g045240"	"Beta-glucosidase"	""	""	""	""	""	""
"Solyc10g045270"	"Protein kinase family protein"	""	""	""	""	""	""
"Solyc10g045290"	"Kinase interacting (KIP1-like) family protein"	""	""	""	""	""	""
"Solyc10g045550"	"ras-related protein RABA2a"	""	""	""	""	""	""
"Solyc10g045580"	"Cytochrome c oxidase subunit 5C"	""	""	""	""	""	""
"Solyc10g046930"	"AdoMet-dependent rRNA methyltransferase SP.1"	""	""	""	""	""	""
"Solyc10g047030"	"LEXYL1"	""	""	""	""	""	""
"Solyc10g047050"	"Dynamin"	""	""	""	""	""	""
"Solyc10g047060"	"NAC domain-containing protein"	""	""	""	""	""	""
"Solyc10g047110"	"Peroxidase"	""	""	""	""	""	""
"Solyc10g047120"	"tRNA (Guanine(10)-N2)-methyltransferase homolog"	""	""	""	""	""	""
"Solyc10g047130"	"RNA-binding protein"	""	""	""	""	""	""
"Solyc10g047240"	"annexin 9"	""	""	""	""	""	""
"Solyc10g047270"	"Potassium transporter"	""	""	""	""	""	""
"Solyc10g047290"	"Protein phosphatase 2C"	""	""	""	""	""	""
"Solyc10g047300"	"Outer envelope protein 64, mitochondrial"	""	""	""	""	""	""
"Solyc10g047350"	"Lysine-specific histone demethylase 1-like protein.1"	""	""	""	""	""	""
"Solyc10g047360"	"Polyadenylate-binding protein"	""	""	""	""	""	""
"Solyc10g047370"	"Pentatricopeptide repeat-containing protein, mitochondrial"	""	""	""	""	""	""
"Solyc10g047410"	"Photosystem II CP43 reaction center protein"	""	""	""	""	""	""
"Solyc10g047570"	"Pectin lyase-like superfamily protein"	""	""	""	""	""	""
"Solyc10g047610"	"Serine/arginine-rich-splicing factor RS2Z32"	""	""	""	""	""	""
"Solyc10g047640"	"GATA transcription factor 28"	""	""	""	""	""	""
"Solyc10g047670"	"HVA22-like protein"	""	""	""	""	""	""
"Solyc10g047930"	"Peptide-methionine (R)-S-oxide reductase"	""	""	""	""	""	""
"Solyc10g047950"	"Inorganic pyrophosphatase"	""	""	""	""	""	""
"Solyc10g049210"	"Serine carboxypeptidase"	""	""	""	""	""	""
"Solyc10g049270"	"Serine carboxypeptidase"	""	""	""	""	""	""
"Solyc10g049280"	"Nucleobase-ascorbate transporter 8"	""	""	""	""	""	""
"Solyc10g049370"	"Pectinesterase"	""	""	""	""	""	""
"Solyc10g049470"	"Protein TIC 214"	""	""	""	""	""	""
"Solyc10g049590"	"DNA-directed RNA polymerase subunit beta"	""	""	""	""	""	""
"Solyc10g049620"	"Progesterone 5-beta-reductase 4"	""	""	""	""	""	""
"Solyc10g049630"	"Protein phosphatase 2C family protein"	""	""	""	""	""	""
"Solyc10g049640"	"Amino acid/polyamine transporter I"	""	""	""	""	""	""
"Solyc10g049710"	"ATP-dependent Clp protease proteolytic subunit"	""	""	""	""	""	""
"Solyc10g049750"	"SNF2-related"	""	""	""	""	""	""
"Solyc10g049870"	"Zinc finger protein"	""	""	""	""	""	""
"Solyc10g049890"	"D-3-phosphoglycerate dehydrogenase"	""	""	""	""	""	""
"Solyc10g049940"	""	""	""	""	""	""	""
"Solyc10g049970"	"Kynurenine formamidase"	""	""	""	""	""	""
"Solyc10g050060"	"C2 domain-containing protein"	""	""	""	""	""	""
"Solyc10g050170"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc10g050210"	"ABSCISIC ACID-INSENSITIVE 5-like protein 5"	""	""	""	""	""	""
"Solyc10g050420"	"Two-component response regulator"	""	""	""	""	""	""
"Solyc10g050850"	"Galactose-1-phosphate uridylyltransferase"	""	""	""	""	""	""
"Solyc10g050860"	"DNA-binding protein AY506544"	""	""	""	""	""	""
"Solyc10g050880"	"Alpha/beta-Hydrolases superfamily protein"	""	""	""	""	""	""
"Solyc10g050890"	"nitrite reductase 2"	""	""	""	""	""	""
"Solyc10g050900"	"Agamous-like MADS-box protein AGL.1"	""	""	""	""	""	""
"Solyc10g050960"	"Ethylene-responsive transcription factor"	""	""	""	""	""	""
"Solyc10g050970"	"Ethylene Response Factor D.4"	""	""	""	""	""	""
"Solyc10g051010"	"Pentatricopeptide repeat-containing protein"	""	""	""	""	""	""
"Solyc10g051020"	"Cytochrome P450"	""	""	""	""	""	""
"Solyc10g051120"	"Mitochondrial pyruvate carrier"	""	""	""	""	""	""
"Solyc10g051130"	"Protein DETOXIFICATION"	""	""	""	""	""	""
"Solyc10g051270"	"E3 ubiquitin-protein ligase"	""	""	""	""	""	""
"Solyc10g051310"	"clp-like energy-dependent protease"	""	""	""	""	""	""
"Solyc10g051330"	"Protein kinase family protein"	""	""	""	""	""	""
"Solyc10g051350"	"NADH-quinone oxidoreductase subunit I"	""	""	""	""	""	""
"Solyc10g052470"	"Protein RADIALIS-like 6"	""	""	""	""	""	""
"Solyc10g052490"	"Isoflavone reductase homolog"	""	""	""	""	""	""
"Solyc10g052500"	"Isoflavone reductase homolog"	""	""	""	""	""	""
"Solyc10g052510"	"Isoflavone reductase homolog"	""	""	""	""	""	""
"Solyc10g052790"	"ATP synthase subunit a, chloroplastic"	""	""	""	""	""	""
"Solyc10g053910"	"B-cell receptor-associated 31-like"	""	""	""	""	""	""
"Solyc10g054010"	"BZIP transcription factor"	""	""	""	""	""	""
"Solyc10g054030"	"RING/U-box superfamily protein"	""	""	""	""	""	""
"Solyc10g054040"	"26S proteasome regulatory subunit"	""	""	""	""	""	""
"Solyc10g054050"	"Kinase family protein"	""	""	""	""	""	""
"Solyc10g054080"	"Kinesin-related protein .1"	""	""	""	""	""	""
"Solyc10g054280"	"(DL)-glycerol-3-phosphatase 2"	""	""	""	""	""	""
"Solyc10g054330"	"Zinc finger, CCHC-type"	""	""	""	""	""	""
"Solyc10g054420"	"PsbP-like protein 2"	""	""	""	""	""	""
"Solyc10g054440"	"arginine decarboxylase 1"	""	""	""	""	""	""
"Solyc10g054560"	"V-type proton ATPase proteolipid subunit"	""	""	""	""	""	""
"Solyc10g054570"	"V-type proton ATPase proteolipid subunit"	""	""	""	""	""	""
"Solyc10g054590"	"V-type proton ATPase proteolipid subunit"	""	""	""	""	""	""
"Solyc10g054780"	"Alpha/Beta hydrolase fold protein"	""	""	""	""	""	""
"Solyc10g054790"	"X-intrinsic protein 1.5"	""	""	""	""	""	""
"Solyc10g054800"	"X-intrinsic protein 1.4"	""	""	""	""	""	""
"Solyc10g054820"	"X-intrinsic protein 1.2"	""	""	""	""	""	""
"Solyc10g054840"	"X-intrinsic protein 1.1"	""	""	""	""	""	""
"Solyc10g054850"	"Er lumen protein retaining receptor-like protein"	""	""	""	""	""	""
"Solyc10g054870"	"Triosephosphate isomerase"	""	""	""	""	""	""
"Solyc10g054910"	"Peptidyl-prolyl cis-trans isomerase"	""	""	""	""	""	""
"Solyc10g055150"	"Mediator of RNA polymerase II transcription subunit 20"	""	""	""	""	""	""
"Solyc10g055240"	"1-phosphatidylinositol phosphodiesterase"	""	""	""	""	""	""
"Solyc10g055250"	"Cold-shock protein"	""	""	""	""	""	""
"Solyc10g055370"	"Endo-1,4-beta-xylanase"	""	""	""	""	""	""
"Solyc10g055410"	"R2R3MYB transcription factor 32"	""	""	""	""	""	""
"Solyc10g055470"	"Beta-galactosidase"	""	""	""	""	""	""
"Solyc10g055540"	"Dimer_Tnp_hAT domain-containing protein"	""	""	""	""	""	""
"Solyc10g055630"	"plasma membrane intrinsic protein 2.9"	""	""	""	""	""	""
"Solyc10g055650"	"Protein phosphatase 2C"	""	""	""	""	""	""
"Solyc10g055670"	"Vacuolar ATP synthase subunit B"	""	""	""	""	""	""
"Solyc10g055680"	"Methyltransferase"	""	""	""	""	""	""
"Solyc10g055720"	"MAP kinase kinase kinase 75"	""	""	""	""	""	""
"Solyc10g055760"	"NAC domain-containing protein 2"	""	""	""	""	""	""
"Solyc10g055770"	"Major facilitator superfamily"	""	""	""	""	""	""
"Solyc10g055780"	"Chitinase"	""	""	""	""	""	""
"Solyc10g055800"	"Chitinase"	""	""	""	""	""	""
"Solyc10g055810"	"chitinase Z15140"	""	""	""	""	""	""
"Solyc10g055820"	"Chitinase"	""	""	""	""	""	""
"Solyc10g061940"	"Casein kinase II subunit beta"	""	""	""	""	""	""
"Solyc10g061970"	"60S ribosomal protein l37a-like"	""	""	""	""	""	""
"Solyc10g062160"	"Dynamin"	""	""	""	""	""	""
"Solyc10g062180"	"RNA binding protein"	""	""	""	""	""	""
"Solyc10g062330"	"Protein TIC 214"	""	""	""	""	""	""
"Solyc10g062340"	"RNA binding protein"	""	""	""	""	""	""
"Solyc10g074500"	"mitochondrial NAD-dependent isocitrate dehydrogenase"	""	""	""	""	""	""
"Solyc10g074560"	"nucleolar complex protein 4 homolog"	""	""	""	""	""	""
"Solyc10g074570"	"Calcium dependent protein kinase"	""	""	""	""	""	""
"Solyc10g074690"	"retinal-binding protein"	""	""	""	""	""	""
"Solyc10g074710"	"Serine/threonine-protein kinase"	""	""	""	""	""	""
"Solyc10g074790"	"Auxin efflux carrier family protein"	""	""	""	""	""	""
"Solyc10g074870"	"KH domain-containing protein"	""	""	""	""	""	""
"Solyc10g074880"	"protein RETICULATA-RELATED 3, chloroplastic-like"	""	""	""	""	""	""
"Solyc10g074890"	"Protein kinase domain"	""	""	""	""	""	""
"Solyc10g074920"	"Mannan endo-1,4-beta-mannosidase"	""	""	""	""	""	""
"Solyc10g074930"	"Ribosomal protein S6 kinase"	""	""	""	""	""	""
"Solyc10g074940"	"Phospholipid-transporting ATPase"	""	""	""	""	""	""
"Solyc10g074980"	"Vacuolar sorting receptor protein"	""	""	""	""	""	""
"Solyc10g074990"	"Holliday junction resolvase-like protein"	""	""	""	""	""	""
"Solyc10g075010"	"F-box protein"	""	""	""	""	""	""
"Solyc10g075020"	"Elongation factor P"	""	""	""	""	""	""
"Solyc10g075030"	"B3 domain-containing protein"	""	""	""	""	""	""
"Solyc10g075040"	"Protein kinase 2A"	""	""	""	""	""	""
"Solyc10g075050"	"Non-specific lipid-transfer protein"	""	""	""	""	""	""
"Solyc10g075070"	"Non-specific lipid-transfer protein"	""	""	""	""	""	""
"Solyc10g075090"	"Non-specific lipid-transfer protein"	""	""	""	""	""	""
"Solyc10g075100"	"Non-specific lipid-transfer protein"	""	""	""	""	""	""
"Solyc10g075110"	"Non-specific lipid-transfer protein"	""	""	""	""	""	""
"Solyc10g075150"	"Non-specific lipid-transfer protein"	""	""	""	""	""	""
"Solyc10g075160"	"Ferredoxin"	""	""	""	""	""	""
"Solyc10g076200"	"Non-specific lipid-transfer protein"	""	""	""	""	""	""
"Solyc10g076240"	"Peroxidase"	""	""	""	""	""	""
"Solyc10g076250"	"Alanine--glyoxylate aminotransferase 2"	""	""	""	""	""	""
"Solyc10g076260"	"Regulatory-associated protein of TOR.1"	""	""	""	""	""	""
"Solyc10g076270"	"Regulatory-associated protein of TOR.1"	""	""	""	""	""	""
"Solyc10g076280"	"Solute carrier family 40 protein"	""	""	""	""	""	""
"Solyc10g076370"	"Dehydration-responsive element-binding protein 2A"	""	""	""	""	""	""
"Solyc10g076480"	"Ammonium transporter"	""	""	""	""	""	""
"Solyc10g076510"	"Pyruvate decarboxylase"	""	""	""	""	""	""
"Solyc10g076550"	"Wall-associated receptor kinase.1"	""	""	""	""	""	""
"Solyc10g076580"	"Phosphoinositide phosphatase SAC8"	""	""	""	""	""	""
"Solyc10g076600"	"Acyl-CoA oxidase/dehydrogenase"	""	""	""	""	""	""
"Solyc10g076660"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc10g076670"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc10g076690"	"PHD finger protein ALFIN-LIKE.1"	""	""	""	""	""	""
"Solyc10g076710"	"Phosphoinositide phospholipase C"	""	""	""	""	""	""
"Solyc10g076760"	"Protein kinase superfamily protein"	""	""	""	""	""	""
"Solyc10g076810"	"3'-5' exonuclease domain"	""	""	""	""	""	""
"Solyc10g076830"	"Laccase"	""	""	""	""	""	""
"Solyc10g076840"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	""	""	""	""	""	""
"Solyc10g076860"	"FH protein interacting protein FIP2"	""	""	""	""	""	""
"Solyc10g076870"	"RNA binding protein"	""	""	""	""	""	""
"Solyc10g076890"	"Binding partner of acd.1"	""	""	""	""	""	""
"Solyc10g076900"	"Calcium-dependent protein kinase"	""	""	""	""	""	""
"Solyc10g076910"	"ATP-dependent RNA helicase"	""	""	""	""	""	""
"Solyc10g077040"	"Magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase, chloroplastic"	""	""	""	""	""	""
"Solyc10g077050"	"S-acyltransferase"	""	""	""	""	""	""
"Solyc10g077070"	"Histone-lysine n-methyltransferase, h3 lysine-9 specific suv.1"	""	""	""	""	""	""
"Solyc10g077080"	"Alpha-L-arabinofuranosidase.1"	""	""	""	""	""	""
